Username,Platform,Followers,Engagement Rate,Location,Industry,Contact Email,Campaign ROI,Ad Cost (USD)
Mohammed_Al-Hassan_8906,Snapchat,31952,6.60303991792014,Bahrain,Tech,mohammed.al-hassan.8906@example.com,18,3642.167924889785
Fatima_Al-Khalifa_3778,Snapchat,237442,2.0669341711521882,Saudi Arabia,Tech,fatima.al-khalifa.3778@example.com,11,42854.35469954855
Sara_Al-Hashimi_2031,Snapchat,553727,8.922386926483888,Oman,Food,sara.al-hashimi.2031@example.com,25,4340.964167324377
Layla_Al-Hassan_7011,Snapchat,475227,1.4271097480404848,Qatar,Entertainment,layla.al-hassan.7011@example.com,25,17252.85014898998
Fatima_Al-Maktoum_4726,Snapchat,292028,9.625921892458814,Qatar,Travel,fatima.al-maktoum.4726@example.com,11,5789.342947478032
Noor_Al-Thani_3789,Snapchat,657540,7.554416569850503,Kuwait,Food,noor.al-thani.3789@example.com,27,29387.358779469854
Khaled_Al-Zahrani_3815,Snapchat,15513,3.1608927248970637,UAE,Food,khaled.al-zahrani.3815@example.com,10,44936.814502061665
Fatima_Al-Mutawa_154,Snapchat,921665,5.5672570330965225,Qatar,Tech,fatima.al-mutawa.154@example.com,14,12073.824553561615
Noor_Al-Khalifa_2913,Snapchat,738602,0.5755804001933439,Kuwait,Lifestyle,noor.al-khalifa.2913@example.com,13,3704.8674482139277
Hassan_Al-Saud_1310,Snapchat,567396,0.10579038363572216,Kuwait,Travel,hassan.al-saud.1310@example.com,12,28376.902794799942
Fatima_Al-Mubarak_4190,Snapchat,542240,8.078631174411298,Saudi Arabia,Entertainment,fatima.al-mubarak.4190@example.com,21,20593.633053023837
Mohammed_Al-Zahrani_3681,Snapchat,38166,3.066322916822145,Kuwait,Tech,mohammed.al-zahrani.3681@example.com,24,24231.493295036187
Yousef_Al-Saud_3607,Snapchat,786725,7.483525789108402,Kuwait,Food,yousef.al-saud.3607@example.com,29,25632.61802867056
Layla_Al-Mubarak_2660,Snapchat,395449,5.521054930588435,Saudi Arabia,Beauty,layla.al-mubarak.2660@example.com,12,46492.736919613744
Fatima_Al-Sharif_3116,Snapchat,771437,2.474724705263975,UAE,Beauty,fatima.al-sharif.3116@example.com,19,33391.35558545125
Ahmed_Al-Zahrani_1279,Snapchat,608903,7.467299676723916,UAE,Entertainment,ahmed.al-zahrani.1279@example.com,18,29099.88711051013
Khaled_Al-Khalifa_8741,Snapchat,787597,0.8710354584568598,Saudi Arabia,Sports,khaled.al-khalifa.8741@example.com,17,6344.2847514522355
Reem_Al-Mubarak_996,Snapchat,917195,1.5806384613271682,Bahrain,Food,reem.al-mubarak.996@example.com,10,41174.26812342591
Aisha_Al-Zahrani_972,Snapchat,415568,2.1946905686253113,Oman,Travel,aisha.al-zahrani.972@example.com,13,23621.428364134892
Hassan_Al-Said_2416,Snapchat,441934,3.5135580957265677,Oman,Fashion,hassan.al-said.2416@example.com,12,45318.525469096145
Omar_Al-Saud_7300,Snapchat,944357,5.255261777128875,Qatar,Lifestyle,omar.al-saud.7300@example.com,24,47832.23919242371
Yousef_Al-Salem_1622,Snapchat,359359,6.6711826034969715,Kuwait,Food,yousef.al-salem.1622@example.com,13,45561.61813394479
Yousef_Al-Sharif_7684,Snapchat,66910,8.359207623204666,Kuwait,Travel,yousef.al-sharif.7684@example.com,26,39478.03012414573
Mariam_Al-Saud_2860,Snapchat,539607,1.364095065703751,Saudi Arabia,Lifestyle,mariam.al-saud.2860@example.com,25,3712.5810292729598
Yousef_Al-Hassan_7154,Snapchat,704764,3.175956746577251,Qatar,Entertainment,yousef.al-hassan.7154@example.com,25,25185.06615654806
Aisha_Al-Sabah_1778,Snapchat,143340,0.8693381836309472,UAE,Entertainment,aisha.al-sabah.1778@example.com,28,33084.628137124295
Noor_Al-Mutawa_286,Snapchat,723041,2.99894257226363,Kuwait,Lifestyle,noor.al-mutawa.286@example.com,22,49287.46541882872
Mariam_Al-Qasimi_1296,Snapchat,299160,8.334091884125812,Kuwait,Sports,mariam.al-qasimi.1296@example.com,25,49066.99162098787
Mohammed_Al-Saud_7274,Snapchat,809438,4.3646064892755225,Bahrain,Lifestyle,mohammed.al-saud.7274@example.com,10,42181.30372202377
Ali_Al-Qasimi_4473,Snapchat,643922,2.8618645903564897,UAE,Lifestyle,ali.al-qasimi.4473@example.com,17,29372.016106374915
Fatima_Al-Qasimi_1867,Snapchat,160628,8.569978536896718,Bahrain,Food,fatima.al-qasimi.1867@example.com,24,16821.613110430502
Sara_Al-Hashimi_5853,Snapchat,284426,7.0094148470231135,Bahrain,Food,sara.al-hashimi.5853@example.com,27,27487.171602848815
Fatima_Al-Mubarak_8838,Snapchat,519003,1.2959043626956022,Kuwait,Tech,fatima.al-mubarak.8838@example.com,12,32544.298546696544
Aisha_Al-Hashimi_1557,Snapchat,827625,2.0213615817536708,Oman,Travel,aisha.al-hashimi.1557@example.com,13,14423.628254058878
Hassan_Al-Khalifa_8323,Snapchat,997048,4.098660680206889,Qatar,Fashion,hassan.al-khalifa.8323@example.com,21,48300.25928155392
Hassan_Al-Jaber_1569,Snapchat,328993,3.6344319399266163,Kuwait,Tech,hassan.al-jaber.1569@example.com,13,1264.6273585435426
Ahmed_Al-Sabah_9011,Snapchat,385730,9.71238045902836,Kuwait,Lifestyle,ahmed.al-sabah.9011@example.com,23,9160.221119600528
Ahmed_Al-Sharif_9896,Snapchat,462560,5.137893030818306,UAE,Food,ahmed.al-sharif.9896@example.com,24,11554.57447499732
Layla_Al-Khalifa_699,Snapchat,565599,1.6728661209083346,Kuwait,Fashion,layla.al-khalifa.699@example.com,15,26872.425506381398
Fatima_Al-Jaber_1934,Snapchat,816786,9.182713332463752,Kuwait,Food,fatima.al-jaber.1934@example.com,26,18893.48987554544
Omar_Al-Hassan_5174,Snapchat,499149,2.6930955567429664,Bahrain,Sports,omar.al-hassan.5174@example.com,27,24230.791200456093
Aisha_Al-Jaber_4599,Snapchat,539863,1.0546914062501276,Oman,Beauty,aisha.al-jaber.4599@example.com,21,21604.351029271642
Yousef_Al-Khalifa_3856,Snapchat,592005,1.3944796829362087,UAE,Tech,yousef.al-khalifa.3856@example.com,10,29614.65933817531
Fatima_Al-Hashimi_5264,Snapchat,240883,1.618078208530396,Saudi Arabia,Food,fatima.al-hashimi.5264@example.com,20,43407.29939506895
Noor_Al-Hashimi_8898,Snapchat,903741,9.2829023548173,Kuwait,Food,noor.al-hashimi.8898@example.com,15,32669.953396505563
Mohammed_Al-Qasimi_4687,Snapchat,99303,8.408369676717703,Saudi Arabia,Sports,mohammed.al-qasimi.4687@example.com,16,28866.00467613684
Aisha_Al-Khalifa_9952,Snapchat,705710,7.055929172517242,Saudi Arabia,Travel,aisha.al-khalifa.9952@example.com,17,3098.2833797076773
Ahmed_Al-Khalifa_8890,Snapchat,119008,1.8890671812233686,Saudi Arabia,Sports,ahmed.al-khalifa.8890@example.com,16,48454.52470216653
Reem_Al-Maktoum_6311,Snapchat,530407,6.161706324793646,Bahrain,Entertainment,reem.al-maktoum.6311@example.com,13,16400.467775692574
Ahmed_Al-Jaber_5224,Snapchat,206956,5.236724103728884,Saudi Arabia,Tech,ahmed.al-jaber.5224@example.com,14,17698.039143093694
Reem_Al-Jaber_2762,Snapchat,630843,6.499511043384075,UAE,Beauty,reem.al-jaber.2762@example.com,13,40569.45103041855
Mariam_Al-Mutawa_3288,Snapchat,294714,1.1886248369128976,Saudi Arabia,Food,mariam.al-mutawa.3288@example.com,20,33504.873076460586
Yousef_Al-Zahrani_8595,Snapchat,869461,9.477734679777495,Qatar,Sports,yousef.al-zahrani.8595@example.com,23,43128.32980298375
Layla_Al-Sabah_8567,Snapchat,247955,7.724106734008285,Qatar,Lifestyle,layla.al-sabah.8567@example.com,19,46531.951699637364
Ahmed_Al-Mutawa_7240,Snapchat,382936,4.284855304147306,Oman,Sports,ahmed.al-mutawa.7240@example.com,16,27841.222929003823
Mariam_Al-Thani_5751,Snapchat,720129,3.739842426691565,Oman,Fashion,mariam.al-thani.5751@example.com,20,13644.30425514388
Hassan_Al-Jaber_5861,Snapchat,225293,6.343640323513269,Bahrain,Fashion,hassan.al-jaber.5861@example.com,11,12913.83866347358
Abdullah_Al-Khalifa_7959,Snapchat,381727,1.6630526848796636,Bahrain,Travel,abdullah.al-khalifa.7959@example.com,28,19414.323769497896
Mariam_Al-Saud_5698,Snapchat,246236,6.063708161587492,Saudi Arabia,Food,mariam.al-saud.5698@example.com,20,41636.9608518585
Ali_Al-Sharif_2876,Snapchat,812076,6.8625855947468315,Kuwait,Beauty,ali.al-sharif.2876@example.com,11,3758.573640548491
Khaled_Al-Sharif_181,Snapchat,342506,8.060403594735142,Oman,Sports,khaled.al-sharif.181@example.com,25,41139.875983641825
Mohammed_Al-Mubarak_4284,Snapchat,692827,7.9155945313118865,Qatar,Lifestyle,mohammed.al-mubarak.4284@example.com,17,17917.78632375761
Ali_Al-Mutawa_8806,Snapchat,811011,1.5825336233553786,Oman,Lifestyle,ali.al-mutawa.8806@example.com,13,31431.407452600648
Yousef_Al-Sabah_5209,Snapchat,40377,3.16610221162676,Bahrain,Sports,yousef.al-sabah.5209@example.com,12,11326.828487184159
Ali_Al-Thani_7719,Snapchat,525277,9.968961978578012,Kuwait,Lifestyle,ali.al-thani.7719@example.com,27,46241.027268575264
Layla_Al-Thani_440,Snapchat,272162,0.47357326868861127,Qatar,Entertainment,layla.al-thani.440@example.com,22,29367.98490452339
Omar_Al-Qasimi_60,Snapchat,151684,7.258922738392911,Qatar,Lifestyle,omar.al-qasimi.60@example.com,25,11455.913622869719
Hassan_Al-Thani_8885,Snapchat,738112,2.0254394367866446,UAE,Entertainment,hassan.al-thani.8885@example.com,19,39164.768087985285
Ali_Al-Maktoum_3959,Snapchat,445330,2.5785680781864713,Qatar,Beauty,ali.al-maktoum.3959@example.com,20,37825.09558795668
Mariam_Al-Hassan_709,Snapchat,905491,7.695278290856372,Saudi Arabia,Fashion,mariam.al-hassan.709@example.com,13,38264.654719269245
Fatima_Al-Mutawa_8321,Snapchat,44826,5.190656295992064,Saudi Arabia,Sports,fatima.al-mutawa.8321@example.com,25,18507.705668451446
Khaled_Al-Sharif_7600,Snapchat,551607,1.3935027534937945,Kuwait,Travel,khaled.al-sharif.7600@example.com,28,43434.244248950316
Omar_Al-Said_9292,Snapchat,725514,8.079471734371717,Bahrain,Beauty,omar.al-said.9292@example.com,10,19791.738279801826
Sara_Al-Sharif_6561,Snapchat,933677,3.4564603425736884,UAE,Entertainment,sara.al-sharif.6561@example.com,17,46623.33392608266
Mariam_Al-Sharif_3345,Snapchat,488727,7.733301325493014,UAE,Entertainment,mariam.al-sharif.3345@example.com,13,19540.440006456418
Yousef_Al-Salem_8014,Snapchat,918840,0.17820950633717925,Bahrain,Entertainment,yousef.al-salem.8014@example.com,14,22102.37270838592
Yousef_Al-Sharif_110,Snapchat,102893,8.057113634545255,UAE,Lifestyle,yousef.al-sharif.110@example.com,28,44703.93165615569
Fatima_Al-Mutawa_5433,Snapchat,261057,2.5831520239698014,Qatar,Tech,fatima.al-mutawa.5433@example.com,17,1962.9459250237592
Mariam_Al-Salem_4201,Snapchat,380986,5.0743645416324235,Kuwait,Entertainment,mariam.al-salem.4201@example.com,23,12013.683037814895
Fatima_Al-Hashimi_3687,Snapchat,838435,5.774215224161613,Kuwait,Entertainment,fatima.al-hashimi.3687@example.com,20,26419.80091160477
Omar_Al-Sharif_6250,Snapchat,319676,2.1499244657214986,Saudi Arabia,Food,omar.al-sharif.6250@example.com,28,31353.23293623527
Noor_Al-Saud_4894,Snapchat,65602,3.2874838162264464,Qatar,Fashion,noor.al-saud.4894@example.com,28,20595.628419976605
Ali_Al-Jaber_4013,Snapchat,475317,5.726405718912334,Kuwait,Travel,ali.al-jaber.4013@example.com,13,35226.154482722006
Noor_Al-Said_4867,Snapchat,923601,1.7915478794700925,Qatar,Tech,noor.al-said.4867@example.com,15,31892.49918560924
Ali_Al-Qasimi_3809,Snapchat,177887,3.2170139506966224,Bahrain,Food,ali.al-qasimi.3809@example.com,26,49322.54697574655
Ali_Al-Salem_8655,Snapchat,952085,3.7086395400078414,Kuwait,Entertainment,ali.al-salem.8655@example.com,16,8169.617710170417
Aisha_Al-Sabah_654,Snapchat,950978,4.175081625873261,Qatar,Tech,aisha.al-sabah.654@example.com,28,34808.64391337256
Aisha_Al-Jaber_4964,Snapchat,171463,0.42549861381166054,Oman,Entertainment,aisha.al-jaber.4964@example.com,14,43018.67481355446
Sara_Al-Qasimi_6234,Snapchat,767955,9.79960309897524,Qatar,Lifestyle,sara.al-qasimi.6234@example.com,11,9389.604352628026
Sara_Al-Thani_5931,Snapchat,4670,1.711142578722885,Oman,Entertainment,sara.al-thani.5931@example.com,24,30407.15187975535
Sara_Al-Hassan_3947,Snapchat,303552,5.121635640609636,Qatar,Entertainment,sara.al-hassan.3947@example.com,15,34549.137935087114
Noor_Al-Saud_920,Snapchat,639278,6.929143316299997,Saudi Arabia,Travel,noor.al-saud.920@example.com,26,1670.0179233788947
Yousef_Al-Khalifa_262,Snapchat,499718,1.682147297304147,Bahrain,Beauty,yousef.al-khalifa.262@example.com,27,38229.87848546245
Reem_Al-Salem_3114,Snapchat,103172,4.77185681049211,Kuwait,Lifestyle,reem.al-salem.3114@example.com,22,12312.809906598488
Reem_Al-Mubarak_5464,Snapchat,433479,3.801628846036046,UAE,Food,reem.al-mubarak.5464@example.com,20,49484.96081501714
Aisha_Al-Hashimi_7222,Snapchat,300567,2.708857953109252,Saudi Arabia,Lifestyle,aisha.al-hashimi.7222@example.com,13,33323.13646139401
Mariam_Al-Sharif_5278,Snapchat,673240,3.139007984361724,Saudi Arabia,Lifestyle,mariam.al-sharif.5278@example.com,16,38239.09738731595
Fatima_Al-Saud_6998,Snapchat,217073,8.70373124018482,Saudi Arabia,Food,fatima.al-saud.6998@example.com,28,39115.47357739465
Khaled_Al-Thani_2916,Snapchat,607641,7.979913278856191,UAE,Beauty,khaled.al-thani.2916@example.com,17,32754.517997608073
Fatima_Al-Thani_8932,Snapchat,382492,6.50903616412026,UAE,Entertainment,fatima.al-thani.8932@example.com,16,11216.450631383253
Mariam_Al-Thani_2102,Snapchat,506083,1.0222250188392406,Saudi Arabia,Fashion,mariam.al-thani.2102@example.com,21,12525.568130844798
Mohammed_Al-Saud_9564,Snapchat,604917,1.6516644109650487,Bahrain,Travel,mohammed.al-saud.9564@example.com,25,22720.102618064775
Omar_Al-Hassan_3517,Snapchat,167093,5.5848683025993315,Saudi Arabia,Lifestyle,omar.al-hassan.3517@example.com,12,10812.110777772432
Reem_Al-Mutawa_9642,Snapchat,841702,6.39696295872378,Kuwait,Beauty,reem.al-mutawa.9642@example.com,27,6371.010606678854
Sara_Al-Sabah_8154,Snapchat,976379,4.226208904650405,Kuwait,Beauty,sara.al-sabah.8154@example.com,12,6879.756415861572
Ali_Al-Mutawa_9063,Snapchat,914301,9.562139150090522,Bahrain,Travel,ali.al-mutawa.9063@example.com,28,43928.789374311775
Aisha_Al-Jaber_6706,Snapchat,799580,5.166523816603341,Qatar,Entertainment,aisha.al-jaber.6706@example.com,24,10227.94386104207
Aisha_Al-Jaber_7189,Snapchat,144443,6.110398898535146,Bahrain,Food,aisha.al-jaber.7189@example.com,23,11704.798890002052
Layla_Al-Khalifa_9012,Snapchat,411523,7.749282119578963,Oman,Entertainment,layla.al-khalifa.9012@example.com,23,47253.14166602021
Fatima_Al-Sabah_1185,Snapchat,826229,2.2968420847530977,UAE,Food,fatima.al-sabah.1185@example.com,22,44154.32330005189
Sara_Al-Qasimi_2565,Snapchat,661008,1.5339121430043643,Saudi Arabia,Entertainment,sara.al-qasimi.2565@example.com,19,47262.10584197382
Hassan_Al-Jaber_2636,Snapchat,166808,0.22842538220465494,Bahrain,Sports,hassan.al-jaber.2636@example.com,10,5657.75130110691
Ali_Al-Said_6350,Snapchat,62637,0.12067864332964594,Oman,Tech,ali.al-said.6350@example.com,29,25385.44881681894
Khaled_Al-Zahrani_5295,Snapchat,705335,9.92538343860377,UAE,Beauty,khaled.al-zahrani.5295@example.com,17,2801.659331320625
Layla_Al-Hassan_2295,Snapchat,430356,8.71692921525668,Oman,Lifestyle,layla.al-hassan.2295@example.com,29,49623.656058832945
Aisha_Al-Sharif_6644,Snapchat,902627,6.314669934054134,Qatar,Tech,aisha.al-sharif.6644@example.com,27,36319.999175603356
Aisha_Al-Sharif_8836,Snapchat,516751,1.1843023200554181,Oman,Beauty,aisha.al-sharif.8836@example.com,22,15864.104800579242
Yousef_Al-Hashimi_6118,Snapchat,92210,0.3323205049227636,UAE,Travel,yousef.al-hashimi.6118@example.com,26,5035.5781776969325
Ali_Al-Zahrani_539,Snapchat,113367,8.27096479100175,Saudi Arabia,Entertainment,ali.al-zahrani.539@example.com,25,35262.3671593651
Khaled_Al-Sharif_9194,Snapchat,117483,4.4469794715278885,Saudi Arabia,Food,khaled.al-sharif.9194@example.com,13,29220.06277619331
Aisha_Al-Maktoum_5995,Snapchat,792337,2.4477938564023742,Bahrain,Fashion,aisha.al-maktoum.5995@example.com,19,49171.54866229549
Reem_Al-Sabah_2653,Snapchat,20679,6.842161033139088,Kuwait,Food,reem.al-sabah.2653@example.com,25,15126.173688173149
Layla_Al-Sabah_593,Snapchat,782914,5.772014033830596,Qatar,Food,layla.al-sabah.593@example.com,20,42148.19470101133
Abdullah_Al-Said_2694,Snapchat,730126,2.17870036599816,UAE,Entertainment,abdullah.al-said.2694@example.com,11,35886.85666101723
Omar_Al-Mutawa_5245,Snapchat,246861,9.806658587746822,Oman,Sports,omar.al-mutawa.5245@example.com,21,37738.58852369242
Fatima_Al-Salem_9026,Snapchat,64389,1.104857652963627,Saudi Arabia,Entertainment,fatima.al-salem.9026@example.com,25,8538.792853712584
Aisha_Al-Maktoum_7431,Snapchat,861026,8.305835951699438,Qatar,Beauty,aisha.al-maktoum.7431@example.com,24,48341.80562733471
Reem_Al-Khalifa_3033,Snapchat,282567,8.12698015257842,Kuwait,Tech,reem.al-khalifa.3033@example.com,25,44826.170761208065
Noor_Al-Salem_8726,Snapchat,820155,0.9276902616042177,Saudi Arabia,Travel,noor.al-salem.8726@example.com,25,47889.78487506785
Fatima_Al-Saud_8495,Snapchat,636226,8.584082358108345,Bahrain,Food,fatima.al-saud.8495@example.com,10,16669.37152861582
Omar_Al-Maktoum_6390,Snapchat,679425,4.464457305058342,Bahrain,Travel,omar.al-maktoum.6390@example.com,15,37119.61622016962
Aisha_Al-Sabah_9557,Snapchat,354096,8.656339912686931,Oman,Food,aisha.al-sabah.9557@example.com,18,43917.02278284711
Khaled_Al-Khalifa_6734,Snapchat,202159,4.654789291721009,Bahrain,Travel,khaled.al-khalifa.6734@example.com,18,49742.708790959514
Layla_Al-Hassan_2613,Snapchat,995999,1.1315832191483635,Kuwait,Travel,layla.al-hassan.2613@example.com,11,12021.33017378188
Ali_Al-Qasimi_5556,Snapchat,226054,9.84336955279992,Oman,Tech,ali.al-qasimi.5556@example.com,26,22835.601298012876
Omar_Al-Zahrani_7178,Snapchat,624172,4.544132272356581,Kuwait,Travel,omar.al-zahrani.7178@example.com,19,26657.52341629049
Layla_Al-Zahrani_9511,Snapchat,10970,7.421303670524638,Saudi Arabia,Food,layla.al-zahrani.9511@example.com,12,33580.3291346358
Ahmed_Al-Salem_3544,Snapchat,278436,5.194389935443383,Bahrain,Tech,ahmed.al-salem.3544@example.com,23,19848.496504143488
Mariam_Al-Thani_9902,Snapchat,250334,0.3785577720216141,Saudi Arabia,Lifestyle,mariam.al-thani.9902@example.com,19,21900.72955500558
Abdullah_Al-Saud_3311,Snapchat,403089,2.9458219861152686,Saudi Arabia,Beauty,abdullah.al-saud.3311@example.com,19,32453.97721215932
Mohammed_Al-Mutawa_4094,Snapchat,361460,6.077051389204557,Qatar,Travel,mohammed.al-mutawa.4094@example.com,20,40740.824748968604
Fatima_Al-Thani_5561,Snapchat,132185,9.95899608453016,Oman,Sports,fatima.al-thani.5561@example.com,22,37177.44995304443
Layla_Al-Sharif_7309,Snapchat,313076,2.351002573024787,Oman,Travel,layla.al-sharif.7309@example.com,14,19360.9949101093
Khaled_Al-Mubarak_5591,Snapchat,659568,7.75217939829792,Qatar,Sports,khaled.al-mubarak.5591@example.com,20,14295.02036319476
Sara_Al-Hassan_6400,Snapchat,949546,0.6321138164895388,Oman,Tech,sara.al-hassan.6400@example.com,17,7571.969235281291
Mariam_Al-Mubarak_7020,Snapchat,974683,5.186457080773147,Qatar,Food,mariam.al-mubarak.7020@example.com,18,46413.42304656275
Ahmed_Al-Saud_99,Snapchat,41030,8.552075760665664,Bahrain,Sports,ahmed.al-saud.99@example.com,27,20360.8994245579
Ali_Al-Khalifa_6204,Snapchat,605793,3.6105853688965515,Bahrain,Sports,ali.al-khalifa.6204@example.com,15,30114.442559542378
Mariam_Al-Sabah_9315,Snapchat,593751,3.4051403321559897,Qatar,Food,mariam.al-sabah.9315@example.com,15,27905.95332410622
Ahmed_Al-Sabah_6393,Snapchat,96461,5.986672438747515,Saudi Arabia,Sports,ahmed.al-sabah.6393@example.com,25,19085.69513185288
Ali_Al-Maktoum_6671,Snapchat,183754,8.683018948321356,Kuwait,Sports,ali.al-maktoum.6671@example.com,19,44110.801684561404
Reem_Al-Salem_4201,Snapchat,287413,5.361546542718871,Bahrain,Travel,reem.al-salem.4201@example.com,25,27234.468305463328
Noor_Al-Salem_5257,Snapchat,814231,5.204080094772172,Bahrain,Sports,noor.al-salem.5257@example.com,17,43856.45306947701
Omar_Al-Sabah_3478,Snapchat,156733,6.59423886634245,Bahrain,Food,omar.al-sabah.3478@example.com,23,3184.97676752833
Omar_Al-Maktoum_6920,Snapchat,126388,4.494104648399357,Saudi Arabia,Sports,omar.al-maktoum.6920@example.com,23,19971.61556679229
Mariam_Al-Maktoum_4207,Snapchat,708630,2.3674674480326474,Qatar,Travel,mariam.al-maktoum.4207@example.com,15,37784.835304097454
Ahmed_Al-Jaber_9643,Snapchat,803277,4.101013454941435,Bahrain,Sports,ahmed.al-jaber.9643@example.com,10,36745.170652583955
Khaled_Al-Zahrani_3752,Snapchat,673193,6.552818829556435,Saudi Arabia,Lifestyle,khaled.al-zahrani.3752@example.com,28,18086.486129505145
Hassan_Al-Sharif_9231,Snapchat,813588,7.66801150868931,UAE,Food,hassan.al-sharif.9231@example.com,23,34195.606144538084
Yousef_Al-Sabah_3267,Snapchat,844299,3.420597853704382,Saudi Arabia,Fashion,yousef.al-sabah.3267@example.com,12,34657.29733721442
Mariam_Al-Qasimi_7479,Snapchat,970492,7.7694337353577865,Kuwait,Sports,mariam.al-qasimi.7479@example.com,25,43883.60550227401
